curriculum_course_lookup_key,course_name,topic_lookup_key,topic_name,topic_depth,parent_topic_slug,relevance_score,extraction_method,is_primary,matched_fields,match_types,link_type
27285,컴퓨터네트워크,networks,네트워크,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
27285,컴퓨터네트워크,osi-7-layer,OSI 7계층,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
27285,컴퓨터네트워크,protocol,프로토콜,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
27288,이산수학,discrete-mathematics,이산수학,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
27317,C프로그래밍,array,배열,3,data-structures,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
27317,C프로그래밍,function,함수,3,programming-basic-syntax,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
27319,C프로그래밍실습,array,배열,3,data-structures,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
27319,C프로그래밍실습,function,함수,3,programming-basic-syntax,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
27326,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
27330,Java프로그래밍,java,Java,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
27331,Java프로그래밍실습,java,Java,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
27333,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
27336,프로그래밍언어론,data-type,자료형,3,programming-basic-syntax,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
27337,운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
27341,알고리즘,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
27348,기계학습,machine-learning,머신러닝,,,0.90,keyword,true,course_name_clean,alias,existing_topic
27603,C언어실습,c-language,C언어,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
27615,확률과통계,probability-distribution,확률분포,3,probability-statistics,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
27885,인공지능을위한선형대수학,linear-algebra,선형대수,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
28548,이산수학,discrete-mathematics,이산수학,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
28549,선형대수,linear-algebra,선형대수,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
28549,선형대수,diagonalization,대각화,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28549,선형대수,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28549,선형대수,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28558,파이썬프로그래밍,python,Python,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias,existing_topic
28560,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
28566,인공지능개론,neural-network,신경망,3,deep-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
28569,객체지향프로그래밍,oop,객체지향 프로그래밍,,,0.90,keyword,true,course_name_clean,alias,existing_topic
28571,컴퓨터네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
28571,컴퓨터네트워크,dns,DNS,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28571,컴퓨터네트워크,http,HTTP,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28571,컴퓨터네트워크,tcp-ip,TCP/IP,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28576,머신러닝,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
28576,머신러닝,neural-network,신경망,3,deep-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28595,모바일네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
28601,디지털시스템설계,matrix,행렬,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
28603,컴퓨터구조,computer-architecture,컴퓨터구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
28803,인공지능개론,cnn,CNN,3,deep-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
28803,인공지능개론,rnn,RNN,3,deep-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28879,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
28879,자료구조,array,배열,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28879,자료구조,hash,해시,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28879,자료구조,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28879,자료구조,queue,큐,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28879,자료구조,stack,스택,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28879,자료구조,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28884,딥러닝,deep-learning,딥러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
28884,딥러닝,neural-network,신경망,3,deep-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28885,빅데이터개론,classification,분류,3,machine-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
28885,빅데이터개론,regression,회귀,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
28891,기초통계학,probability-statistics,확률과 통계,,,0.93,keyword,true,course_name_clean|learning_objective_clean,alias,existing_topic
29025,운영체제이해,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
29036,컴퓨터비전,computer-vision,컴퓨터 비전,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias,existing_topic
29508,빅데이터공학,classification,분류,3,machine-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
30405,머신러닝및AI기반모델링,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
30953,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
30978,수치해석,numerical-analysis,수치해석,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
31009,집적회로및시스템설계,hash,해시,3,data-structures,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
31010,컴퓨터네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
31011,머신러닝,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
31011,머신러닝,neural-network,신경망,3,deep-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31045,공학선형대수학,linear-algebra,선형대수,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
31045,공학선형대수학,eigenvalue-eigenvector,고윳값과 고유벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31045,공학선형대수학,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31045,공학선형대수학,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31045,공학선형대수학,vector-space,벡터공간,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31079,통신공학,hash,해시,3,data-structures,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
31080,통신공학,hash,해시,3,data-structures,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
31081,수치해석,numerical-analysis,수치해석,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
31142,머신러닝을 위한 기초수학,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
31143,머신러닝을 위한 기초수학,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
31309,이산수학(I),discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31310,이산수학(I),discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31311,이산수학(I),discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31318,컴퓨터및프로그래밍입문,function,함수,3,programming-basic-syntax,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
31318,컴퓨터및프로그래밍입문,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31318,컴퓨터및프로그래밍입문,searching,탐색,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31336,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
31337,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
31338,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
31339,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
31343,컴퓨터알고리즘,algorithms,알고리즘,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31344,컴퓨터알고리즘,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
31344,컴퓨터알고리즘,dynamic-programming,동적 계획법,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31344,컴퓨터알고리즘,graph-data-structure,그래프 자료구조,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31344,컴퓨터알고리즘,space-complexity,공간복잡도,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31345,컴퓨터알고리즘,algorithms,알고리즘,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31345,컴퓨터알고리즘,dynamic-programming,동적 계획법,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31346,이산수학(II),discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31347,이산수학(II),discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31347,이산수학(II),graph-data-structure,그래프 자료구조,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31349,인공지능,searching,탐색,3,algorithms,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
31364,운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
31365,운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
31366,운영체제,operating-systems,운영체제,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31370,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31371,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31372,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
31374,컴퓨터네트워크,networks,네트워크,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
31407,공학선형대수학,linear-algebra,선형대수,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
31409,공학선형대수학,linear-algebra,선형대수,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
31409,공학선형대수학,linear-transformation,선형변환,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
31409,공학선형대수학,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
